SUMLEV,REGION,DIVISION,STATE,NAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,POPESTIMATE2020,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,NPOPCHG_2016,NPOPCHG_2017,NPOPCHG_2018,NPOPCHG_2019,NPOPCHG_2020,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,BIRTHS2018,BIRTHS2019,BIRTHS2020,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,DEATHS2018,DEATHS2019,DEATHS2020,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,NATURALINC2017,NATURALINC2018,NATURALINC2019,NATURALINC2020,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,INTERNATIONALMIG2017,INTERNATIONALMIG2018,INTERNATIONALMIG2019,INTERNATIONALMIG2020,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,DOMESTICMIG2017,DOMESTICMIG2018,DOMESTICMIG2019,DOMESTICMIG2020,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,NETMIG2017,NETMIG2018,NETMIG2019,NETMIG2020,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RESIDUAL2018,RESIDUAL2019,RESIDUAL2020,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RBIRTH2016,RBIRTH2017,RBIRTH2018,RBIRTH2019,RBIRTH2020,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RDEATH2016,RDEATH2017,RDEATH2018,RDEATH2019,RDEATH2020,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RNATURALINC2016,RNATURALINC2017,RNATURALINC2018,RNATURALINC2019,RNATURALINC2020,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RINTERNATIONALMIG2016,RINTERNATIONALMIG2017,RINTERNATIONALMIG2018,RINTERNATIONALMIG2019,RINTERNATIONALMIG2020,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RDOMESTICMIG2016,RDOMESTICMIG2017,RDOMESTICMIG2018,RDOMESTICMIG2019,RDOMESTICMIG2020,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015,RNETMIG2016,RNETMIG2017,RNETMIG2018,RNETMIG2019,RNETMIG2020
40,3,5,37,North Carolina,9535483,9535762,9574586,9658913,9751810,9846717,9937295,10037218,10161802,10275758,10391358,10501384,10600823,38824,84327,92897,94907,90578,99923,124584,113956,115600,110026,99439,29905,121039,119579,119380,120184,120819,121074,119793,120147,119140,118855,18643,79977,79531,84364,83529,88474,89243,92189,93730,95192,102921,11262,41062,40048,35016,36655,32345,31831,27604,26417,23948,15934,4867,10843,22624,20169,18908,22402,21565,21393,16207,16329,13387,20632,32211,29397,39006,34313,44814,70976,64769,72887,69731,70229,25499,43054,52021,59175,53221,67216,92541,86162,89094,86060,83616,2063,211,828,716,702,362,212,190,89,18,-111,12.5862694,12.32092179,12.18254821,12.14960848,12.09731622,11.98810635,11.72282797,11.62687624,11.40491756,11.26469852,8.3164275,8.194542779,8.609218438,8.444091118,8.85868907,8.836369289,9.021527032,9.070447952,9.112446801,9.754524728,4.269841905,4.126379012,3.573329771,3.705517364,3.238627145,3.151737065,2.701300938,2.556428289,2.292470754,1.510173794,1.127511952,2.33108267,2.058215906,1.911442431,2.243058442,2.135252106,2.093498441,1.568385255,1.563126563,1.268777242,3.34946855,3.028944362,3.980503229,3.468760533,4.487118159,7.027667679,6.338232157,7.05342729,6.675141061,6.656081044,4.476980502,5.360027033,6.038719134,5.380202964,6.730176601,9.162919785,8.431730598,8.621812545,8.238267624,7.924858286
40,2,4,38,North Dakota,672591,672575,674752,685526,702227,723149,738736,755537,756114,756755,760062,763724,765309,2177,10774,16701,20922,15587,16801,577,641,3307,3662,1585,2343,9211,9883,10272,10977,11399,11406,11076,10700,10506,10509,1493,6045,5934,6220,6204,6315,6143,6375,6454,6181,6738,850,3166,3949,4052,4773,5084,5263,4701,4246,4325,3771,468,1209,1295,1254,961,2247,1589,2875,1247,634,577,814,6333,11000,15125,9526,9301,-6316,-6975,-2196,-1282,-2766,1282,7542,12295,16379,10487,11548,-4727,-4100,-949,-648,-2189,45,66,457,491,327,169,41,40,10,-15,3,13.54281992,14.24316863,14.41303909,15.01759714,15.25691758,15.09078484,14.64237816,14.10849166,13.78933787,13.7459427,8.887889093,8.55195413,8.727521721,8.487671739,8.45227077,8.127537375,8.427695987,8.50992572,8.11268774,8.813413445,4.65493083,5.691214503,5.685517365,6.529925405,6.804646808,6.963247469,6.21468217,5.598565944,5.676650133,4.932529252,1.777577819,1.866326356,1.75953573,1.3147409,3.007482568,2.102337114,3.800725641,1.644232627,0.832137846,0.754725372,9.311331948,15.85296519,21.22247042,13.03248888,12.44886309,-8.356426186,-9.220890903,-2.895537168,-1.682650976,-3.617972928,11.08890977,17.71929155,22.98200615,14.34722978,15.45634566,-6.254089072,-5.420165262,-1.251304541,-0.85051313,-2.863247556
40,2,3,39,Ohio,11536504,11536763,11539449,11545735,11550971,11579692,11606573,11622315,11640060,11665706,11680892,11696507,11693217,2686,6286,5236,28721,26881,15742,17745,25646,15186,15615,-3290,34787,137935,137686,139117,139567,139571,138845,136676,136942,134059,133153,26546,110629,111350,114505,111892,118311,117583,122155,124094,120544,126835,8241,27306,26336,24612,27675,21260,21262,14521,12848,13515,6318,3507,15512,18352,24896,21553,25327,25041,20084,14101,15768,13303,-8704,-36486,-39051,-20077,-21319,-30228,-28200,-8612,-11486,-13711,-23146,-5197,-20974,-20699,4819,234,-4901,-3159,11472,2615,2057,-9843,-358,-46,-401,-710,-1028,-617,-358,-347,-277,43,235,11.95008885,11.92256593,12.02879485,12.03876519,12.0170195,11.93730219,11.72894296,11.73121669,11.46911168,11.38559822,9.584415701,9.642067575,9.900710585,9.651576052,10.18654014,10.10928592,10.48281357,10.63058524,10.31286671,10.84536098,2.365673152,2.280498353,2.128084266,2.38718914,1.830479358,1.828016271,1.246129391,1.10063145,1.15624497,0.540237243,1.343892256,1.589144357,2.152640415,1.859117887,2.180646788,2.152918608,1.723521982,1.207970429,1.348995241,1.137508078,-3.16098845,-3.381521157,-1.735964075,-1.838933524,-2.602621357,-2.424515983,-0.739044578,-0.983954921,-1.173013302,-1.979159737,-1.817096195,-1.7923768,0.41667634,0.020184364,-0.421974569,-0.271597376,0.984477404,0.224015508,0.175981939,-0.841651659
40,3,7,40,Oklahoma,3751351,3751582,3760014,3788824,3819320,3853891,3879187,3910518,3928143,3933602,3943488,3960676,3980783,8432,28810,30496,34571,25296,31331,17625,5459,9886,17188,20107,13147,52564,52335,53322,53083,53501,53155,51123,50123,49382,49033,7876,37764,36978,38599,38612,39741,39291,40317,41531,40470,43466,5271,14800,15357,14723,14471,13760,13864,10806,8592,8912,5567,1295,7029,6906,5987,6760,9593,8011,4850,4875,3325,2821,1537,7003,8116,13615,4195,8037,-4150,-10152,-3530,4926,11682,2832,14032,15022,19602,10955,17630,3861,-5302,1345,8251,14503,329,-22,117,246,-130,-59,-100,-45,-51,25,37,13.92638178,13.75762604,13.89822331,13.72881536,13.73633533,13.56226529,13.00550959,12.72627328,12.49518608,12.34861252,10.00524849,9.720636203,10.06071643,9.986191786,10.20346727,10.02492645,10.25650158,10.54475701,10.24017214,10.94660314,3.921133292,4.036989836,3.83750688,3.742623571,3.532868061,3.537338839,2.749008013,2.181516271,2.25501394,1.402009379,1.862273372,1.815423052,1.560494036,1.748333587,2.462994427,2.043971541,1.233822771,1.237766739,0.841328697,0.710448798,1.855384895,2.133503257,3.548709921,1.084949615,2.063492777,-1.058854312,-2.582632736,-0.896270069,1.246431628,2.942028663,3.717658267,3.948926308,5.109203957,2.833283202,4.526487203,0.985117229,-1.348809965,0.34149667,2.087760325,3.65247746
40,4,9,41,Oregon,3831074,3831083,3837614,3872672,3900102,3924110,3965447,4018542,4093271,4147294,4183538,4216116,4241507,6531,35058,27430,24008,41337,53095,74729,54023,36244,32578,25391,11877,45391,44921,45000,45471,45669,45655,44612,42925,42172,42070,7823,32496,32947,33416,33805,35389,35336,36822,36329,36504,39735,4054,12895,11974,11584,11666,10280,10319,7790,6596,5668,2335,1710,10740,4676,3706,7240,5616,13081,8316,3592,2272,1908,986,11431,10901,8781,22264,36911,51130,37826,26053,24649,21128,2696,22171,15577,12487,29504,42527,64211,46142,29645,26921,23036,-219,-8,-121,-63,167,288,199,91,3,-11,20,11.77414171,11.5585504,11.50275581,11.52688294,11.44014602,11.25642319,10.82741293,10.30509318,10.04136599,9.948421678,8.429259304,8.477539679,8.541690844,8.569555933,8.864992174,8.712232395,8.936765865,8.721577869,8.69178659,9.396257081,3.344882408,3.081010718,2.961064961,2.957327008,2.575153849,2.544190799,1.890647061,1.583515308,1.349579399,0.552164598,2.785888876,1.203174053,0.947315845,1.835337523,1.406815566,3.225172967,2.018308211,0.86233884,0.540974664,0.451190601,2.965129958,2.80491881,2.244571083,5.643916382,9.246255224,12.60630638,9.180438477,6.25459738,5.869051273,4.996202834,5.751018834,4.008092864,3.191886927,7.479253905,10.65307079,15.83147935,11.19874669,7.11693622,6.410025937,5.447393434
40,1,2,42,Pennsylvania,12702379,12702891,12711406,12747052,12769123,12779538,12792392,12789838,12788468,12794679,12809107,12798883,12783254,8515,35646,22071,10415,12854,-2554,-1370,6211,14428,-10224,-15629,36111,142930,142104,141798,142223,141905,140389,137728,137444,134840,133740,30211,127734,125533,130942,126730,132748,129972,135728,135227,134010,143283,5900,15196,16571,10856,15493,9157,10417,2000,2217,830,-9543,5695,28385,26413,30378,35522,32725,38966,32239,32997,14722,14523,-1692,-7549,-19202,-29896,-36701,-43643,-50371,-27494,-20340,-25745,-20854,4003,20836,7211,482,-1179,-10918,-11405,4745,12657,-11023,-6331,-1388,-386,-1711,-923,-1460,-793,-382,-534,-446,-31,245,11.22848839,11.13834656,11.10022948,11.12336848,11.09402894,10.97719294,10.76708819,10.73622471,10.53108815,10.45573323,10.03470045,9.83948417,10.25040021,9.911649219,10.37814139,10.16267457,10.61073526,10.5630472,10.46626463,11.20180069,1.193787935,1.298862388,0.849829273,1.211719256,0.715887552,0.814518366,0.15635293,0.173177514,0.064823518,-0.746067461,2.229907247,2.070294627,2.378050263,2.778202506,2.558416526,3.046800676,2.52033106,2.577509436,1.149797388,1.135401628,-0.593044559,-1.50508452,-2.340318344,-2.870412988,-3.411977767,-3.938572007,-2.149383733,-1.588827527,-2.010700567,-1.630356369,1.636862688,0.565210107,0.037731919,-0.092210482,-0.853561242,-0.891771332,0.370947327,0.988681908,-0.860903179,-0.494954741
40,1,1,44,Rhode Island,1052567,1052970,1053994,1053829,1054893,1055560,1056511,1056886,1057816,1056554,1059338,1058158,1057125,1024,-165,1064,667,951,375,930,-1262,2784,-1180,-1033,2871,10998,11006,10873,10726,10874,10975,10577,10737,10459,10447,2330,9755,9315,9631,9697,10077,9828,10043,10039,9996,10470,541,1243,1691,1242,1029,797,1147,534,698,463,-23,1704,4585,4507,3938,3607,4654,4242,2282,4631,1295,1193,-1171,-6005,-5087,-4474,-3574,-5027,-4436,-4048,-2522,-2950,-2234,533,-1420,-580,-536,33,-373,-194,-1766,2109,-1655,-1041,-50,12,-47,-39,-111,-49,-23,-30,-23,12,31,10.43541132,10.43854998,10.30394896,10.15685552,10.29054172,10.37971308,10.00487143,10.14891119,9.878649121,9.877638122,9.255995404,8.834734972,9.12695047,9.182456461,9.536305767,9.294926661,9.499756429,9.489142168,9.441340149,9.899384621,1.179415919,1.603815012,1.176998493,0.974399061,0.754235953,1.084786414,0.505114999,0.659769024,0.437308973,-0.021746499,4.350460167,4.274627002,3.731900213,3.415604873,4.40428372,4.01191279,2.158562598,4.377350073,1.223142806,1.127981457,-5.697821876,-4.824723221,-4.239848033,-3.384355924,-4.757269931,-4.195390178,-3.829036545,-2.383864583,-2.786309868,-2.112246919,-1.347361709,-0.550096219,-0.50794782,0.03124895,-0.352986211,-0.183477388,-1.670473947,1.99348549,-1.563167061,-0.984265462
40,3,5,45,South Carolina,4625364,4625358,4635846,4672655,4719027,4766469,4826858,4896006,4963031,5027102,5091702,5157702,5218040,10488,36809,46372,47442,60389,69148,67025,64071,64600,66000,60338,14175,57479,57551,56587,57314,58286,57856,56797,56970,56755,56554,9656,42032,42074,44670,44535,46871,47261,48802,50406,51436,55751,4519,15447,15477,11917,12779,11415,10595,7995,6564,5319,803,1382,3404,6470,5742,6936,7986,5811,6493,6869,7353,6023,4464,17887,23940,29302,39900,49197,50446,49430,51073,53390,53671,5846,21291,30410,35044,46836,57183,56257,55923,57942,60743,59694,123,71,485,481,774,550,173,153,94,-62,-159,12.3497865,12.25573864,11.93126854,11.94872227,11.98947142,11.73664324,11.37061939,11.26022403,11.0747903,10.90119627,9.030884779,8.959843402,9.418590235,9.284578749,9.641397843,9.587346107,9.770040099,9.962837505,10.03687629,10.74641216,3.318901722,3.29589524,2.512678304,2.664143524,2.348073572,2.149297137,1.600579292,1.297386529,1.037914009,0.154784111,0.731374472,1.377814964,1.210690511,1.446005124,1.642725847,1.178816958,1.299882594,1.357670333,1.434815137,1.16097721,3.843153694,5.098128323,6.178274705,8.318282073,10.11985769,10.23345384,9.895764151,10.09467127,10.41816675,10.34547698,4.574528165,6.475943287,7.388965216,9.764287197,11.76258354,11.41227079,11.19564675,11.4523416,11.85298189,11.50645419
40,2,4,46,South Dakota,814180,814198,816193,823740,833859,842751,849670,854663,863693,873732,879386,887127,892717,1995,7547,10119,8892,6919,4993,9030,10039,5654,7741,5590,3030,11790,11896,12055,12436,12262,12223,12260,12148,11697,11686,1931,7287,7409,7279,7158,7742,7750,8075,7924,7455,7920,1099,4503,4487,4776,5278,4520,4473,4185,4224,4242,3766,198,1369,2242,228,1189,1734,3337,3846,638,2334,1856,685,1676,3287,3790,370,-1226,1240,2012,798,1160,-21,883,3045,5529,4018,1559,508,4577,5858,1436,3494,1835,13,-1,103,98,82,-35,-20,-4,-6,5,-11,14.3786362,14.35329051,14.38020768,14.69610694,14.3892068,14.22638848,14.1128394,13.85873626,13.24303869,13.13148793,8.88694843,8.939435895,8.682997239,8.458888184,9.085079031,9.020249587,9.295365268,9.039893493,8.440356793,8.899656374,5.49168777,5.413854617,5.697210443,6.237218754,5.304127773,5.206138891,4.817474136,4.81884277,4.802681894,4.231831554,1.669580404,2.705117462,0.271977383,1.405087741,2.034813619,3.883944887,4.427241464,0.727846043,2.642493998,2.085576039,2.043985943,3.965977296,4.52102755,0.437243452,-1.438685984,1.443239934,2.316071197,0.910377967,1.313321781,-0.023597574,3.713566347,6.671094758,4.793004933,1.842331193,0.596127635,5.327184821,6.743312661,1.63822401,3.955815779,2.061978466
40,3,6,47,Tennessee,6346105,6346281,6355518,6400298,6455752,6496943,6544617,6595354,6651277,6714748,6778180,6830325,6886834,9237,44780,55454,41191,47674,50737,55923,63471,63432,52145,56509,19682,78628,80323,80252,80448,81883,81477,80297,81500,80559,80474,14301,60184,60654,63481,63582,66114,66665,69118,70923,69815,73874,5381,18444,19669,16771,16866,15769,14812,11179,10577,10744,6600,1190,9350,8627,10586,8250,10702,8066,9540,10424,3777,3280,2835,16969,26758,13411,22183,24170,32993,42680,42418,37685,46732,4025,26319,35385,23997,30433,34872,41059,52220,52842,41462,50012,-169,17,400,423,375,96,52,72,13,-61,-103,12.32818034,12.49575103,12.39155249,12.33717439,12.46319341,12.30154294,12.0150905,12.08040242,11.83950772,11.73333341,9.436323008,9.435868716,9.801975573,9.750673999,10.06303591,10.06520073,10.34234187,10.51261817,10.26049518,10.77103502,2.89185733,3.059882312,2.589576918,2.586500388,2.400157504,2.236342207,1.67274863,1.56778425,1.579012537,0.962298389,1.465997942,1.342091856,1.634563309,1.265186067,1.628922925,1.217819082,1.427499949,1.545105703,0.555094039,0.478233139,2.660590275,4.162709386,2.070765968,3.401893639,3.678851346,4.981342048,6.386341489,6.287441836,5.538448198,6.813655802,4.126588217,5.504801241,3.705329277,4.667079705,5.307774271,6.19916113,7.813841438,7.832547539,6.093542237,7.29188894
40,3,7,48,Texas,25145561,25146072,25241897,25645504,26084120,26479646,26963092,27468531,27914064,28291024,28624564,28986794,29360759,95825,403607,438616,395526,483446,505439,445533,376960,333540,362230,373965,92798,381711,378107,384426,394317,402268,402564,389353,381430,377278,378318,41022,168142,169190,178641,180742,187833,188784,194127,202260,203427,220988,51776,213569,208917,205785,213575,214435,213780,195226,179170,173851,157330,14908,69106,84838,79571,106776,117265,110382,96215,69138,66791,54650,27943,120571,141603,107618,159828,172183,120979,84806,84638,121411,162299,42851,189677,226441,187189,266604,289448,231361,181021,153776,188202,216949,1198,361,3258,2552,3267,1556,392,713,594,177,-314,15.00218099,14.61858683,14.62703414,14.7566167,14.78067263,14.53756365,13.85472433,13.40335797,13.09734792,12.96774177,6.60839409,6.541319535,6.797115717,6.763949856,6.901613057,6.817448695,6.907808774,7.107367493,7.062044953,7.574884931,8.393786902,8.077267293,7.829918427,7.992666843,7.879059568,7.720114957,6.946915553,6.295990476,6.035302969,5.392856835,2.716035743,3.280054771,3.027598898,3.995903054,4.308708561,3.986162079,3.423711391,2.429492602,2.318674731,1.87325765,4.738736804,5.474735328,4.094759877,5.981280375,6.32657968,4.368845483,3.017733911,2.974158854,4.214828611,5.56318103,7.454772548,8.754790099,7.122358775,9.97718343,10.63528824,8.355007562,6.441445301,5.403651457,6.533503342,7.43643868
40,4,8,49,Utah,2763885,2763891,2775413,2814797,2854146,2898773,2938327,2983626,3044241,3103540,3155153,3203383,3249879,11522,39384,39349,44627,39554,45299,60615,59299,51613,48230,46496,13749,51933,50438,51860,50825,50999,50845,49487,47581,47576,47611,3677,15011,15470,16268,16291,17263,17788,17856,18274,18011,19080,10072,36922,34968,35592,34534,33736,33057,31631,29307,29565,28531,1019,2900,5272,3545,5513,4148,7669,9255,6112,2616,2189,485,-393,-783,5591,-269,7612,19856,18362,16191,16004,15689,1504,2507,4489,9136,5244,11760,27525,27617,22303,18620,17878,-54,-45,-108,-101,-224,-197,33,51,3,45,87,18.57998179,17.7944989,18.02910835,17.41446951,17.22370981,16.86998071,16.09914211,15.20477199,14.96445094,14.75563831,5.370460144,5.457807567,5.655563723,5.581881414,5.830171229,5.901921857,5.808925204,5.839557876,5.665140529,5.913288504,13.20952165,12.33669134,12.37354463,11.8325881,11.39353858,10.96805885,10.29021691,9.365214111,9.299310407,8.842349807,1.037528107,1.859958726,1.232417839,1.888951706,1.4008892,2.544515332,3.010842449,1.95312344,0.822830916,0.67841659,-0.140602947,-0.276241973,1.943708924,-0.092169057,2.570773527,6.588068383,5.973537444,5.173923693,5.033863141,4.862347135,0.89692516,1.583716753,3.176126763,1.796782649,3.971662727,9.132583715,8.984379893,7.127047133,5.856694057,5.540763725
40,1,1,50,Vermont,625741,625727,625886,627197,626361,626603,625693,625810,624366,625132,624802,624046,623347,159,1311,-836,242,-910,117,-1444,766,-330,-756,-699,1653,6057,6088,5985,6111,5978,5843,5750,5428,5448,5331,1326,5437,5459,5560,5602,5912,5812,6021,6004,5842,6129,327,620,629,425,509,66,31,-271,-576,-394,-798,109,1295,337,432,390,2251,758,1919,551,635,542,-217,-594,-1754,-536,-1721,-2162,-2216,-855,-285,-996,-462,-108,701,-1417,-104,-1331,89,-1458,1064,266,-361,80,-60,-10,-48,-79,-88,-38,-17,-27,-20,-1,19,9.667356432,9.713152483,9.553347103,9.759673432,9.553313096,9.347483874,9.203696204,8.685258582,8.724840813,8.547426513,8.677797081,8.709608969,8.874955705,8.946766579,9.447839917,9.297890857,9.637470408,9.606907245,9.355822326,9.826894972,0.989559351,1.003543514,0.678391398,0.812906853,0.105473179,0.049593017,-0.433774204,-0.921648663,-0.630981513,-1.279468459,2.066902192,0.537669577,0.689564904,0.622855938,3.597274637,1.212629262,3.071633568,0.881646551,1.016937209,0.869012412,-0.948061701,-2.798434536,-0.855571269,-2.748551461,-3.455045653,-3.54510085,-1.36854961,-0.456024078,-1.595070017,-0.740744898,1.118840492,-2.260764959,-0.166006366,-2.125695522,0.142228984,-2.332471588,1.703083959,0.425622473,-0.578132807,0.128267515
40,3,5,51,Virginia,8001024,8001046,8024004,8102437,8187456,8255861,8315430,8367303,8417651,8471011,8510920,8556642,8590563,22958,78433,85019,68405,59569,51873,50348,53360,39909,45722,33921,25723,102350,102773,102491,102559,103221,104026,100149,100976,98870,98147,14652,60455,60213,63446,62616,65251,65337,67942,68844,70037,75821,11071,41895,42560,39045,39943,37970,38689,32207,32132,28833,22326,5990,23466,37768,26352,35428,39097,36646,33741,17189,25830,20721,5544,12941,4483,3111,-16114,-25347,-25020,-12510,-9321,-8892,-9130,11534,36407,42251,29463,19314,13750,11626,21231,7868,16938,11591,353,131,208,-103,312,153,33,-78,-91,-49,4,12.6934393,12.61800799,12.4659763,12.3779131,12.37459114,12.39514866,11.85990933,11.89216939,11.58572033,11.44757994,7.497624553,7.392682076,7.716934485,7.557166186,7.82257919,7.785186662,8.045871248,8.107911874,8.207030389,8.84354039,5.195814749,5.225325912,4.749041814,4.820746917,4.552011952,4.609961993,3.814038081,3.784257515,3.378689938,2.604039551,2.910251555,4.636985645,3.205192724,4.2758286,4.687121708,4.366529691,3.995698416,2.024386979,3.026794337,2.41683703,1.604941847,0.550402633,0.378390808,-1.944809249,-3.038710744,-2.981241414,-1.481467271,-1.09775502,-1.041976587,-1.064896582,4.515193402,5.187388278,3.583583531,2.331019352,1.648410965,1.385288277,2.514231145,0.92663196,1.98481775,1.351940447
40,4,9,53,Washington,6724540,6724540,6743009,6827479,6898599,6966252,7057531,7167287,7299961,7427951,7526793,7614024,7693612,18469,84470,71120,67653,91279,109756,132674,127990,98842,87231,79588,22233,86692,86710,87251,87370,88779,90458,88947,86748,86235,86443,11846,49817,49429,51307,51279,53857,54714,56064,56834,58488,63769,10387,36875,37281,35944,36091,34922,35744,32883,29914,27747,22674,6084,20171,22202,19729,30898,33108,29102,30495,23605,23434,18301,2299,27355,11986,11979,24414,41636,67588,64346,45220,35962,38473,8383,47526,34188,31708,55312,74744,96690,94841,68825,59396,56774,-301,69,-349,1,-124,90,240,266,103,88,140,12.77654864,12.63434464,12.58592682,12.46026126,12.48226867,12.50521177,12.07869792,11.6014022,11.39106298,11.29410185,7.341961468,7.202202989,7.401017148,7.313147957,7.57225857,7.563843517,7.613299156,7.600798783,7.725871068,8.331658788,5.434587172,5.43214165,5.184909668,5.1471133,4.910010096,4.941368255,4.465398761,4.000603421,3.665191911,2.962443058,2.97277445,3.23501003,2.845901481,4.406514277,4.654962897,4.023156305,4.141116541,3.156857784,3.095473646,2.391094223,4.031542565,1.746456635,1.72796664,3.481799455,5.853994055,9.343587668,8.737966387,6.047579283,4.750338109,5.026641606,7.004317015,4.981466665,4.573868122,7.888313731,10.50895695,13.36674397,12.87908293,9.204437067,7.845811755,7.417735828
40,3,5,54,West Virginia,1852994,1853008,1854265,1856606,1857446,1854768,1850569,1843332,1832435,1818683,1805953,1795263,1784787,1257,2341,840,-2678,-4199,-7237,-10897,-13752,-12730,-10690,-10476,5100,20469,20687,20938,20575,20089,19342,18952,18589,17839,17571,5227,21901,21496,22249,21654,22757,22458,23139,23625,22767,24297,-127,-1432,-809,-1311,-1079,-2668,-3116,-4187,-5036,-4928,-6726,124,2133,1133,885,1238,1476,1290,592,54,1185,996,1317,1665,662,-2158,-4298,-5989,-9056,-10139,-7734,-6929,-4742,1441,3798,1795,-1273,-3060,-4513,-7766,-9547,-7680,-5744,-3746,-57,-25,-146,-94,-60,-56,-15,-18,-14,-18,-4,11.03191138,11.1398548,11.28059966,11.10560254,10.87684808,10.52406205,10.38147767,10.25702995,9.907209121,9.816064022,11.80369784,11.5754976,11.9869167,11.68800571,12.3213914,12.21949052,12.67502173,13.03579173,12.64406245,13.57355344,-0.771786462,-0.435642797,-0.706317039,-0.582403166,-1.444543316,-1.695428464,-2.29354406,-2.778761785,-2.73685333,-3.757489421,1.149595338,0.610115313,0.476804408,0.668225319,0.799155148,0.701894326,0.324284233,0.029796095,0.658111038,0.55641681,0.897363449,0.35648397,-1.16264849,-2.319896949,-3.242642399,-4.927406987,-5.553915267,-4.267462995,-3.848144627,-2.649125012,2.046958787,0.966599283,-0.685844081,-1.651671629,-2.443487251,-4.225512662,-5.229631034,-4.2376669,-3.190033589,-2.092708202
40,2,3,55,Wisconsin,5686986,5687285,5690538,5705840,5720825,5738012,5753199,5762927,5775170,5793147,5809319,5824581,5832655,3253,15302,14985,17187,15187,9728,12243,17977,16172,15262,8074,17549,67784,67672,66899,67101,67155,66843,65869,64434,63774,63122,11771,48473,47867,50034,49332,51257,51341,52407,53500,51828,54407,5778,19311,19805,16865,17769,15898,15502,13462,10934,11946,8715,1244,4390,6073,8235,7986,9310,8141,8239,6011,4466,4287,-3448,-8323,-10533,-7471,-10005,-15148,-11257,-3512,-653,-1182,-5055,-2204,-3933,-4460,764,-2019,-5838,-3116,4727,5358,3284,-768,-321,-76,-360,-442,-563,-332,-143,-212,-120,32,127,11.89570932,11.84457582,11.67640311,11.67866468,11.66277618,11.58648606,11.38782763,11.10694916,10.96347742,10.82966837,8.506737843,8.378122576,8.73282341,8.586040235,8.901778254,8.899387828,9.060436363,9.222177423,8.909823877,9.33445973,3.388971479,3.466453248,2.943579702,3.092624441,2.760997926,2.687098228,2.327391271,1.884771737,2.053653547,1.495208641,0.770420216,1.062952314,1.437318639,1.389931836,1.616863171,1.41115125,1.424407716,1.036159037,0.767756298,0.735508829,-1.460639512,-1.843582533,-1.303971773,-1.741330831,-2.630745791,-1.951274981,-0.607175616,-0.112562278,-0.203199271,-0.867272482,-0.690219296,-0.780630219,0.133346866,-0.351398995,-1.01388262,-0.540123731,0.8172321,0.92359676,0.564557027,-0.131763653
